TimeStamp,StaticAnalyzerTool,ErrorMsg,ErrorType,ErrorCertainty,FilePath,FileName,LineNumber,ErrorCount,
2019-09-19 12:41:20 PM,FxCop,Sign 'StaticAnalyzerTool.exe' with a strong name key.,NoStrongName,95,NA,NA,NA,NA,
2019-09-19 12:41:20 PM,FxCop,Mark 'StaticAnalyzerTool.exe' with CLSCompliant(true) because it exposes externally visible types.,NA,95,NA,NA,NA,NA,
2019-09-19 12:41:20 PM,FxCop,'CoverityAnalyzer' is an internal class that is apparently never instantiated. If so; remove the code from the assembly. If this class is intended to contain only static methods; consider adding a private constructor to prevent the compiler from generating a default constructor.,NA,75,NA,NA,NA,NA,
2019-09-19 12:41:20 PM,FxCop,Modify 'FxCopAnalyzer.ProcessOutput()' to catch a more specific exception than 'Exception' or rethrow the exception.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,FxCopAnalyzer.cs,43,NA,
2019-09-19 12:41:20 PM,FxCop,'FxCopAnalyzer.PropertyName.get()' appears to have no upstream public or protected callers.,NA,75,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,FxCopAnalyzer.cs,13,NA,
2019-09-19 12:41:20 PM,FxCop,Because the behavior of 'string.Format(string; params object[])' could vary based on the current user's locale settings; replace this call in 'FxCopReport.GenerateFxCopReport(string)' with a call to 'string.Format(IFormatProvider; string; params object[])'. If the result of 'string.Format(IFormatProvider; string; params object[])' will be displayed to the user; specify 'CultureInfo.CurrentCulture' as the 'IFormatProvider' parameter. Otherwise; if the result will be stored and accessed by software; such as when it is persisted to disk or to a database; specify 'CultureInfo.InvariantCulture'.,IFormatProviderAlternateString,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,FxCopReport.cs,52,NA,
2019-09-19 12:41:20 PM,FxCop,'NDependAnalyzer' is an internal class that is apparently never instantiated. If so; remove the code from the assembly. If this class is intended to contain only static methods; consider adding a private constructor to prevent the compiler from generating a default constructor.,NA,75,NA,NA,NA,NA,
2019-09-19 12:41:20 PM,FxCop,Modify 'NDependAnalyzer.ProcessOutput()' to catch a more specific exception than 'Exception' or rethrow the exception.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,NDependAnalyzer.cs,31,NA,
2019-09-19 12:41:20 PM,FxCop,Modify 'NDependXmlReport.GenerateNDependReport(string)' to catch a more specific exception than 'Exception' or rethrow the exception.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,NDependXmlReport.cs,93,NA,
2019-09-19 12:41:20 PM,FxCop,In method 'NDependXmlReport.GenerateNDependReport(string)'; correct the spelling of 'n' in parameter name 'nDependXmlOutputPath' or remove it entirely if it represents any sort of Hungarian notation.,MemberParameter,75,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,NDependXmlReport.cs,12,NA,
2019-09-19 12:41:20 PM,FxCop,Because the behavior of 'string.Format(string; object; object)' could vary based on the current user's locale settings; replace this call in 'NDependXmlReport.GenerateNDependReport(string)' with a call to 'string.Format(IFormatProvider; string; params object[])'. If the result of 'string.Format(IFormatProvider; string; params object[])' will be displayed to the user; specify 'CultureInfo.CurrentCulture' as the 'IFormatProvider' parameter. Otherwise; if the result will be stored and accessed by software; such as when it is persisted to disk or to a database; specify 'CultureInfo.InvariantCulture'.,IFormatProviderAlternateString,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,NDependXmlReport.cs,73,NA,
2019-09-19 12:41:20 PM,FxCop,Parameter 'args' of 'Program.Main(string[])' is never used. Remove the parameter or use it in the method body.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,Program.cs,16,NA,
2019-09-19 12:41:20 PM,FxCop,Modify 'XmlParser.XmlParse(string; string)' to catch a more specific exception than 'Exception' or rethrow the exception.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlParser.cs,27,NA,
2019-09-19 12:41:20 PM,FxCop,Modify 'XmlWriter.EditSolutionName(string; string; string; string)' to catch a more specific exception than 'Exception' or rethrow the exception.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlWriter.cs,24,NA,
2019-09-19 12:41:20 PM,FxCop,In member 'XmlWriter.EditSolutionName(string; string; string; string)'; correct the casing of 'Attribute' in parameter name 'AttributeName' by changing it to 'attribute'.,MemberParameter,85,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlWriter.cs,13,NA,
2019-09-19 12:41:20 PM,FxCop,In member 'XmlWriter.EditSolutionName(string; string; string; string)'; correct the casing of 'Element' in parameter name 'ElementName' by changing it to 'element'.,MemberParameter,85,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlWriter.cs,13,NA,
2019-09-19 12:41:20 PM,FxCop,In member 'XmlWriter.EditSolutionName(string; string; string; string)'; correct the casing of 'Solution' in parameter name 'SolutionPath' by changing it to 'solution'.,MemberParameter,85,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlWriter.cs,13,NA,
2019-09-19 12:41:20 PM,FxCop,In member 'XmlWriter.EditSolutionName(string; string; string; string)'; correct the casing of 'Xml' in parameter name 'XmlPath' by changing it to 'xml'.,MemberParameter,85,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlWriter.cs,13,NA,
2019-09-19 12:41:20 PM,NDepend,# New Issues since Baseline,NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Issues Fixed since Baseline,NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Issues Worsened since Baseline,NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Issues with severity Blocker,NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Issues with severity Critical,NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Issues with severity High,NA,NA,NA,NA,NA,5,
2019-09-19 12:41:20 PM,NDepend,# Issues with severity Medium,NA,NA,NA,NA,NA,15,
2019-09-19 12:41:20 PM,NDepend,# Issues with severity Low,NA,NA,NA,NA,NA,5,
2019-09-19 12:41:20 PM,NDepend,# Blocker/Critical/High Issues,NA,NA,NA,NA,NA,5,
2019-09-19 12:41:20 PM,NDepend,# Issues,NA,NA,NA,NA,NA,25,
2019-09-19 12:41:20 PM,NDepend,# Suppressed Issues,NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Rules,NA,NA,NA,NA,NA,152,
2019-09-19 12:41:20 PM,NDepend,# Rules Violated,NA,NA,NA,NA,NA,14,
2019-09-19 12:41:20 PM,NDepend,# Critical Rules Violated,NA,NA,NA,NA,NA,1,
2019-09-19 12:41:20 PM,NDepend,# Quality Gates,NA,NA,NA,NA,NA,11,
2019-09-19 12:41:20 PM,NDepend,# Quality Gates Warn,NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Quality Gates Fail,NA,NA,NA,NA,NA,1,
2019-09-19 12:41:20 PM,NDepend,Percentage Debt (Metric),NA,NA,NA,NA,NA,10.65,
2019-09-19 12:41:20 PM,NDepend,Debt (Metric),NA,NA,NA,NA,NA,0.34506,
2019-09-19 12:41:20 PM,NDepend,New Debt since Baseline (Metric),NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,Annual Interest (Metric),NA,NA,NA,NA,NA,0.3887,
2019-09-19 12:41:20 PM,NDepend,New Annual Interest since Baseline (Metric),NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,Breaking Point,NA,NA,NA,NA,NA,0.88772,
2019-09-19 12:41:20 PM,NDepend,Breaking Point of Blocker / Critical / High Issues,NA,NA,NA,NA,NA,0.57547,
2019-09-19 12:41:20 PM,NDepend,# Lines of Code,NA,NA,NA,NA,NA,139,
2019-09-19 12:41:20 PM,NDepend,# Lines of Code (JustMyCode),NA,NA,NA,NA,NA,139,
2019-09-19 12:41:20 PM,NDepend,# Lines of Code (NotMyCode),NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Lines of Code Added since the Baseline,NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Source Files,NA,NA,NA,NA,NA,10,
2019-09-19 12:41:20 PM,NDepend,# IL Instructions,NA,NA,NA,NA,NA,818,
2019-09-19 12:41:20 PM,NDepend,# IL Instructions (NotMyCode),NA,NA,NA,NA,NA,8,
2019-09-19 12:41:20 PM,NDepend,# Lines of Comments,NA,NA,NA,NA,NA,25,
2019-09-19 12:41:20 PM,NDepend,Percentage of Comments,NA,NA,NA,NA,NA,15.24,
2019-09-19 12:41:20 PM,NDepend,# Assemblies,NA,NA,NA,NA,NA,1,
2019-09-19 12:41:20 PM,NDepend,# Namespaces,NA,NA,NA,NA,NA,1,
2019-09-19 12:41:20 PM,NDepend,# Types,NA,NA,NA,NA,NA,10,
2019-09-19 12:41:20 PM,NDepend,# Public Types,NA,NA,NA,NA,NA,3,
2019-09-19 12:41:20 PM,NDepend,# Classes,NA,NA,NA,NA,NA,8,
2019-09-19 12:41:20 PM,NDepend,# Abstract Classes,NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Interfaces,NA,NA,NA,NA,NA,1,
2019-09-19 12:41:20 PM,NDepend,# Structures,NA,NA,NA,NA,NA,1,
2019-09-19 12:41:20 PM,NDepend,# Methods,NA,NA,NA,NA,NA,18,
2019-09-19 12:41:20 PM,NDepend,# Abstract Methods,NA,NA,NA,NA,NA,2,
2019-09-19 12:41:20 PM,NDepend,# Concrete Methods,NA,NA,NA,NA,NA,16,
2019-09-19 12:41:20 PM,NDepend,# Fields,NA,NA,NA,NA,NA,8,
2019-09-19 12:41:20 PM,NDepend,Max # Lines of Code for Methods (JustMyCode),NA,NA,NA,NA,NA,39,
2019-09-19 12:41:20 PM,NDepend,Average # Lines of Code for Methods,NA,NA,NA,NA,NA,8.69,
2019-09-19 12:41:20 PM,NDepend,Average # Lines of Code for Methods with at least 3 Lines of Code,NA,NA,NA,NA,NA,13.3,
2019-09-19 12:41:20 PM,NDepend,Max # Lines of Code for Types (JustMyCode),NA,NA,NA,NA,NA,39,
2019-09-19 12:41:20 PM,NDepend,Average # Lines of Code for Types,NA,NA,NA,NA,NA,17.38,
2019-09-19 12:41:20 PM,NDepend,Max Cyclomatic Complexity for Methods,NA,NA,NA,NA,NA,5,
2019-09-19 12:41:20 PM,NDepend,Average Cyclomatic Complexity for Methods,NA,NA,NA,NA,NA,1.81,
2019-09-19 12:41:20 PM,NDepend,Max IL Cyclomatic Complexity for Methods,NA,NA,NA,NA,NA,28,
2019-09-19 12:41:20 PM,NDepend,Average IL Cyclomatic Complexity for Methods,NA,NA,NA,NA,NA,4.06,
2019-09-19 12:41:20 PM,NDepend,Max IL Nesting Depth for Methods,NA,NA,NA,NA,NA,6,
2019-09-19 12:41:20 PM,NDepend,Average IL Nesting Depth for Methods,NA,NA,NA,NA,NA,0.83333,
2019-09-19 12:41:20 PM,NDepend,Max # of Methods for Types,NA,NA,NA,NA,NA,5,
2019-09-19 12:41:20 PM,NDepend,Average # Methods for Types,NA,NA,NA,NA,NA,2,
2019-09-19 12:41:20 PM,NDepend,Max # of Methods for Interfaces,NA,NA,NA,NA,NA,2,
2019-09-19 12:41:20 PM,NDepend,Average # Methods for Interfaces,NA,NA,NA,NA,NA,2,
2019-09-19 12:41:20 PM,NDepend,# Lines of Code Uncoverable,NA,NA,NA,NA,NA,0,
2019-09-19 12:41:20 PM,NDepend,# Third-Party Assemblies Used,NA,NA,NA,NA,NA,5,
2019-09-19 12:41:20 PM,NDepend,# Third-Party Namespaces Used,NA,NA,NA,NA,NA,14,
2019-09-19 12:41:20 PM,NDepend,# Third-Party Types Used,NA,NA,NA,NA,NA,62,
2019-09-19 12:41:20 PM,NDepend,# Third-Party Methods Used,NA,NA,NA,NA,NA,60,
2019-09-19 12:41:20 PM,NDepend,# Third-Party Fields Used,NA,NA,NA,NA,NA,1,
2019-09-19 12:41:20 PM,NDepend,# Rules Violations,NA,NA,NA,NA,NA,25,
2019-09-19 12:41:20 PM,NDepend,# Critical Rules,NA,NA,NA,NA,NA,21,
2019-09-19 12:41:20 PM,NDepend,# Critical Rules Violations,NA,NA,NA,NA,NA,1,
2019-09-19 2:24:39 PM,FxCop,Sign 'StaticAnalyzerTool.exe' with a strong name key.,NoStrongName,95,NA,NA,NA,NA,
2019-09-19 2:24:39 PM,FxCop,Mark 'StaticAnalyzerTool.exe' with CLSCompliant(true) because it exposes externally visible types.,NA,95,NA,NA,NA,NA,
2019-09-19 2:24:39 PM,FxCop,'CoverityAnalyzer' is an internal class that is apparently never instantiated. If so; remove the code from the assembly. If this class is intended to contain only static methods; consider adding a private constructor to prevent the compiler from generating a default constructor.,NA,75,NA,NA,NA,NA,
2019-09-19 2:24:39 PM,FxCop,Modify 'FxCopAnalyzer.ProcessOutput()' to catch a more specific exception than 'Exception' or rethrow the exception.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,FxCopAnalyzer.cs,43,NA,
2019-09-19 2:24:39 PM,FxCop,'FxCopAnalyzer.PropertyName.get()' appears to have no upstream public or protected callers.,NA,75,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,FxCopAnalyzer.cs,13,NA,
2019-09-19 2:24:39 PM,FxCop,Because the behavior of 'string.Format(string; params object[])' could vary based on the current user's locale settings; replace this call in 'FxCopReport.GenerateFxCopReport(string)' with a call to 'string.Format(IFormatProvider; string; params object[])'. If the result of 'string.Format(IFormatProvider; string; params object[])' will be displayed to the user; specify 'CultureInfo.CurrentCulture' as the 'IFormatProvider' parameter. Otherwise; if the result will be stored and accessed by software; such as when it is persisted to disk or to a database; specify 'CultureInfo.InvariantCulture'.,IFormatProviderAlternateString,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,FxCopReport.cs,52,NA,
2019-09-19 2:24:39 PM,FxCop,'NDependAnalyzer' is an internal class that is apparently never instantiated. If so; remove the code from the assembly. If this class is intended to contain only static methods; consider adding a private constructor to prevent the compiler from generating a default constructor.,NA,75,NA,NA,NA,NA,
2019-09-19 2:24:39 PM,FxCop,Modify 'NDependAnalyzer.ProcessOutput()' to catch a more specific exception than 'Exception' or rethrow the exception.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,NDependAnalyzer.cs,31,NA,
2019-09-19 2:24:39 PM,FxCop,Modify 'NDependXmlReport.GenerateNDependReport(string)' to catch a more specific exception than 'Exception' or rethrow the exception.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,NDependXmlReport.cs,93,NA,
2019-09-19 2:24:39 PM,FxCop,In method 'NDependXmlReport.GenerateNDependReport(string)'; correct the spelling of 'n' in parameter name 'nDependXmlOutputPath' or remove it entirely if it represents any sort of Hungarian notation.,MemberParameter,75,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,NDependXmlReport.cs,12,NA,
2019-09-19 2:24:39 PM,FxCop,Because the behavior of 'string.Format(string; object; object)' could vary based on the current user's locale settings; replace this call in 'NDependXmlReport.GenerateNDependReport(string)' with a call to 'string.Format(IFormatProvider; string; params object[])'. If the result of 'string.Format(IFormatProvider; string; params object[])' will be displayed to the user; specify 'CultureInfo.CurrentCulture' as the 'IFormatProvider' parameter. Otherwise; if the result will be stored and accessed by software; such as when it is persisted to disk or to a database; specify 'CultureInfo.InvariantCulture'.,IFormatProviderAlternateString,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,NDependXmlReport.cs,73,NA,
2019-09-19 2:24:39 PM,FxCop,Parameter 'args' of 'Program.Main(string[])' is never used. Remove the parameter or use it in the method body.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,Program.cs,16,NA,
2019-09-19 2:24:39 PM,FxCop,Modify 'XmlParser.XmlParse(string; string)' to catch a more specific exception than 'Exception' or rethrow the exception.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlParser.cs,27,NA,
2019-09-19 2:24:39 PM,FxCop,Modify 'XmlWriter.EditSolutionName(string; string; string; string)' to catch a more specific exception than 'Exception' or rethrow the exception.,NA,95,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlWriter.cs,24,NA,
2019-09-19 2:24:39 PM,FxCop,In member 'XmlWriter.EditSolutionName(string; string; string; string)'; correct the casing of 'Attribute' in parameter name 'AttributeName' by changing it to 'attribute'.,MemberParameter,85,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlWriter.cs,13,NA,
2019-09-19 2:24:39 PM,FxCop,In member 'XmlWriter.EditSolutionName(string; string; string; string)'; correct the casing of 'Element' in parameter name 'ElementName' by changing it to 'element'.,MemberParameter,85,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlWriter.cs,13,NA,
2019-09-19 2:24:39 PM,FxCop,In member 'XmlWriter.EditSolutionName(string; string; string; string)'; correct the casing of 'Solution' in parameter name 'SolutionPath' by changing it to 'solution'.,MemberParameter,85,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlWriter.cs,13,NA,
2019-09-19 2:24:39 PM,FxCop,In member 'XmlWriter.EditSolutionName(string; string; string; string)'; correct the casing of 'Xml' in parameter name 'XmlPath' by changing it to 'xml'.,MemberParameter,85,C:\Users\320050765\StaticAnalysisTool\StaticAnalyzerTool\StaticAnalyzerTool,XmlWriter.cs,13,NA,
2019-09-19 2:24:39 PM,NDepend,# New Issues since Baseline,NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Issues Fixed since Baseline,NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Issues Worsened since Baseline,NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Issues with severity Blocker,NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Issues with severity Critical,NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Issues with severity High,NA,NA,NA,NA,NA,5,
2019-09-19 2:24:39 PM,NDepend,# Issues with severity Medium,NA,NA,NA,NA,NA,15,
2019-09-19 2:24:39 PM,NDepend,# Issues with severity Low,NA,NA,NA,NA,NA,5,
2019-09-19 2:24:39 PM,NDepend,# Blocker/Critical/High Issues,NA,NA,NA,NA,NA,5,
2019-09-19 2:24:39 PM,NDepend,# Issues,NA,NA,NA,NA,NA,25,
2019-09-19 2:24:39 PM,NDepend,# Suppressed Issues,NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Rules,NA,NA,NA,NA,NA,152,
2019-09-19 2:24:39 PM,NDepend,# Rules Violated,NA,NA,NA,NA,NA,14,
2019-09-19 2:24:39 PM,NDepend,# Critical Rules Violated,NA,NA,NA,NA,NA,1,
2019-09-19 2:24:39 PM,NDepend,# Quality Gates,NA,NA,NA,NA,NA,11,
2019-09-19 2:24:39 PM,NDepend,# Quality Gates Warn,NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Quality Gates Fail,NA,NA,NA,NA,NA,1,
2019-09-19 2:24:39 PM,NDepend,Percentage Debt (Metric),NA,NA,NA,NA,NA,10.65,
2019-09-19 2:24:39 PM,NDepend,Debt (Metric),NA,NA,NA,NA,NA,0.34506,
2019-09-19 2:24:39 PM,NDepend,New Debt since Baseline (Metric),NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,Annual Interest (Metric),NA,NA,NA,NA,NA,0.3887,
2019-09-19 2:24:39 PM,NDepend,New Annual Interest since Baseline (Metric),NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,Breaking Point,NA,NA,NA,NA,NA,0.88772,
2019-09-19 2:24:39 PM,NDepend,Breaking Point of Blocker / Critical / High Issues,NA,NA,NA,NA,NA,0.57547,
2019-09-19 2:24:39 PM,NDepend,# Lines of Code,NA,NA,NA,NA,NA,139,
2019-09-19 2:24:39 PM,NDepend,# Lines of Code (JustMyCode),NA,NA,NA,NA,NA,139,
2019-09-19 2:24:39 PM,NDepend,# Lines of Code (NotMyCode),NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Lines of Code Added since the Baseline,NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Source Files,NA,NA,NA,NA,NA,10,
2019-09-19 2:24:39 PM,NDepend,# IL Instructions,NA,NA,NA,NA,NA,818,
2019-09-19 2:24:39 PM,NDepend,# IL Instructions (NotMyCode),NA,NA,NA,NA,NA,8,
2019-09-19 2:24:39 PM,NDepend,# Lines of Comments,NA,NA,NA,NA,NA,25,
2019-09-19 2:24:39 PM,NDepend,Percentage of Comments,NA,NA,NA,NA,NA,15.24,
2019-09-19 2:24:39 PM,NDepend,# Assemblies,NA,NA,NA,NA,NA,1,
2019-09-19 2:24:39 PM,NDepend,# Namespaces,NA,NA,NA,NA,NA,1,
2019-09-19 2:24:39 PM,NDepend,# Types,NA,NA,NA,NA,NA,10,
2019-09-19 2:24:39 PM,NDepend,# Public Types,NA,NA,NA,NA,NA,3,
2019-09-19 2:24:39 PM,NDepend,# Classes,NA,NA,NA,NA,NA,8,
2019-09-19 2:24:39 PM,NDepend,# Abstract Classes,NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Interfaces,NA,NA,NA,NA,NA,1,
2019-09-19 2:24:39 PM,NDepend,# Structures,NA,NA,NA,NA,NA,1,
2019-09-19 2:24:39 PM,NDepend,# Methods,NA,NA,NA,NA,NA,18,
2019-09-19 2:24:39 PM,NDepend,# Abstract Methods,NA,NA,NA,NA,NA,2,
2019-09-19 2:24:39 PM,NDepend,# Concrete Methods,NA,NA,NA,NA,NA,16,
2019-09-19 2:24:39 PM,NDepend,# Fields,NA,NA,NA,NA,NA,8,
2019-09-19 2:24:39 PM,NDepend,Max # Lines of Code for Methods (JustMyCode),NA,NA,NA,NA,NA,39,
2019-09-19 2:24:39 PM,NDepend,Average # Lines of Code for Methods,NA,NA,NA,NA,NA,8.69,
2019-09-19 2:24:39 PM,NDepend,Average # Lines of Code for Methods with at least 3 Lines of Code,NA,NA,NA,NA,NA,13.3,
2019-09-19 2:24:39 PM,NDepend,Max # Lines of Code for Types (JustMyCode),NA,NA,NA,NA,NA,39,
2019-09-19 2:24:39 PM,NDepend,Average # Lines of Code for Types,NA,NA,NA,NA,NA,17.38,
2019-09-19 2:24:39 PM,NDepend,Max Cyclomatic Complexity for Methods,NA,NA,NA,NA,NA,5,
2019-09-19 2:24:39 PM,NDepend,Average Cyclomatic Complexity for Methods,NA,NA,NA,NA,NA,1.81,
2019-09-19 2:24:39 PM,NDepend,Max IL Cyclomatic Complexity for Methods,NA,NA,NA,NA,NA,28,
2019-09-19 2:24:39 PM,NDepend,Average IL Cyclomatic Complexity for Methods,NA,NA,NA,NA,NA,4.06,
2019-09-19 2:24:39 PM,NDepend,Max IL Nesting Depth for Methods,NA,NA,NA,NA,NA,6,
2019-09-19 2:24:39 PM,NDepend,Average IL Nesting Depth for Methods,NA,NA,NA,NA,NA,0.83333,
2019-09-19 2:24:39 PM,NDepend,Max # of Methods for Types,NA,NA,NA,NA,NA,5,
2019-09-19 2:24:39 PM,NDepend,Average # Methods for Types,NA,NA,NA,NA,NA,2,
2019-09-19 2:24:39 PM,NDepend,Max # of Methods for Interfaces,NA,NA,NA,NA,NA,2,
2019-09-19 2:24:39 PM,NDepend,Average # Methods for Interfaces,NA,NA,NA,NA,NA,2,
2019-09-19 2:24:39 PM,NDepend,# Lines of Code Uncoverable,NA,NA,NA,NA,NA,0,
2019-09-19 2:24:39 PM,NDepend,# Third-Party Assemblies Used,NA,NA,NA,NA,NA,5,
2019-09-19 2:24:39 PM,NDepend,# Third-Party Namespaces Used,NA,NA,NA,NA,NA,14,
2019-09-19 2:24:39 PM,NDepend,# Third-Party Types Used,NA,NA,NA,NA,NA,62,
2019-09-19 2:24:39 PM,NDepend,# Third-Party Methods Used,NA,NA,NA,NA,NA,60,
2019-09-19 2:24:39 PM,NDepend,# Third-Party Fields Used,NA,NA,NA,NA,NA,1,
2019-09-19 2:24:39 PM,NDepend,# Rules Violations,NA,NA,NA,NA,NA,25,
2019-09-19 2:24:39 PM,NDepend,# Critical Rules,NA,NA,NA,NA,NA,21,
2019-09-19 2:24:39 PM,NDepend,# Critical Rules Violations,NA,NA,NA,NA,NA,1,
